time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-11-19,20.1,14.5,23.1,0.0,,52.0,16.2,,1020.2,
2018-11-20,23.4,16.4,26.7,0.0,,14.0,20.3,,1011.6,
2018-11-21,24.5,21.1,29.8,0.0,,336.0,18.9,,1000.6,
2018-11-22,19.5,17.9,26.0,0.4,,307.0,33.3,,998.6,
2018-11-23,19.5,14.1,24.7,0.0,,292.0,42.3,,999.6,
2018-11-24,18.2,14.8,23.5,0.0,,212.0,24.5,,1001.9,
2018-11-25,19.0,13.5,24.1,0.0,,198.0,19.3,,1001.5,
2018-11-26,19.1,15.4,21.9,0.0,,194.0,25.2,,1005.2,
2018-11-27,20.6,16.9,25.5,0.0,,49.0,17.9,,1006.1,
2018-11-28,17.5,17.5,20.4,40.2,,116.0,36.1,,1000.9,
2018-11-29,18.2,15.2,20.9,24.4,,201.0,40.1,,1008.7,
2018-11-30,20.4,15.5,24.1,0.0,,160.0,17.3,,1010.7,
2018-12-01,22.2,18.2,27.0,0.0,,88.0,19.1,,1009.6,
2018-12-02,23.6,17.6,35.6,0.0,,308.0,29.1,,1001.7,
2018-12-03,25.0,16.0,32.6,0.0,,281.0,17.3,,1008.0,
2018-12-04,19.1,19.3,23.3,0.0,,148.0,22.7,,1015.0,
2018-12-05,19.6,16.1,22.0,1.0,,110.0,16.2,,1022.1,
2018-12-06,22.1,17.4,26.6,1.8,,24.0,21.1,,1023.2,
2018-12-07,22.8,18.1,27.2,0.0,,22.0,29.3,,1022.1,
2018-12-08,22.9,18.8,27.9,0.0,,25.0,28.8,,1019.3,
2018-12-09,23.2,19.4,27.9,0.0,,43.0,20.8,,1016.6,
2018-12-10,22.4,19.9,27.8,0.0,,107.0,18.0,,1015.5,
2018-12-11,20.5,19.5,22.1,0.0,,160.0,16.6,,1018.3,
2018-12-12,22.3,18.3,25.0,0.0,,77.0,20.2,,1014.2,
2018-12-13,22.4,19.7,28.4,0.6,,33.0,24.6,,1002.7,
2018-12-14,21.8,18.4,25.8,23.8,,168.0,13.9,,1002.5,
2018-12-15,24.4,19.4,29.3,11.8,,50.0,19.2,,1005.3,
2018-12-16,24.5,21.2,30.0,3.4,,28.0,25.4,,1006.1,
2018-12-17,23.8,20.1,30.3,0.0,,128.0,16.0,,1008.7,
2018-12-18,21.9,21.2,24.7,0.0,,181.0,27.7,,1013.2,
