time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-11-29,28.2,25.4,30.8,0.0,,20.0,13.8,,1013.3,
2018-11-30,27.0,26.0,30.1,0.0,,17.0,15.7,,1012.6,
2018-12-01,27.5,24.9,31.2,1.5,,19.0,15.1,,1011.2,
2018-12-02,27.5,25.8,29.9,1.5,,23.0,13.7,,1010.6,
2018-12-03,27.7,24.8,30.2,1.3,,20.0,13.6,,1010.8,
2018-12-04,28.4,25.8,31.3,4.1,,24.0,11.4,,1010.7,
2018-12-05,28.5,25.5,31.2,8.1,,21.0,13.1,,1010.0,
2018-12-06,28.1,25.5,31.1,5.1,,26.0,13.8,,1009.3,
2018-12-07,27.2,26.3,31.1,1.0,,21.0,15.8,,1009.4,
2018-12-08,28.1,25.8,30.4,11.2,,22.0,15.0,,1010.5,
2018-12-09,27.9,26.3,31.1,2.0,,23.0,13.8,,1010.6,
2018-12-10,28.1,24.1,30.3,4.3,,22.0,13.9,,1010.6,
2018-12-11,27.7,25.8,31.9,0.0,,21.0,14.3,,1010.7,
2018-12-12,27.5,25.1,31.3,,,15.0,15.8,,1011.2,
2018-12-13,27.0,25.5,30.9,,,18.0,16.6,,1011.7,
2018-12-14,28.0,25.5,31.8,0.8,,19.0,16.0,,1011.8,
2018-12-15,27.3,26.2,30.7,16.5,,19.0,16.5,,1011.4,
2018-12-16,27.2,25.7,31.3,0.3,,17.0,14.1,,1011.5,
2018-12-17,27.8,23.1,31.5,0.0,,13.0,13.4,,1011.8,
2018-12-18,27.4,25.1,29.9,0.8,,15.0,17.1,,1012.3,
2018-12-19,27.4,25.5,31.4,2.0,,14.0,18.7,,1012.2,
2018-12-20,24.9,24.9,26.1,6.1,,6.0,13.6,,1010.5,
2018-12-21,26.9,24.8,29.3,84.6,,14.0,11.1,,1009.4,
2018-12-22,26.7,24.1,29.3,9.7,,6.0,10.3,,1009.0,
2018-12-23,26.6,25.1,28.6,5.1,,16.0,8.7,,1008.1,
2018-12-24,27.0,23.9,30.3,0.0,,23.0,9.1,,1007.8,
2018-12-25,27.7,24.1,30.8,,,13.0,9.0,,1008.3,
2018-12-26,27.5,25.0,30.8,,,1.0,9.7,,1008.0,
2018-12-27,27.5,25.0,30.5,,,343.0,10.7,,1006.6,
2018-12-28,25.7,25.1,27.0,,,301.0,9.0,,1005.2,
2018-12-29,27.1,24.5,31.0,,,178.0,8.6,,1006.3,
2018-12-30,27.2,25.4,30.2,6.1,,24.0,10.1,,1010.5,
2018-12-31,27.9,24.3,30.5,3.3,,23.0,13.1,,1012.3,
2019-01-01,28.0,25.8,29.6,,,26.0,15.3,,1013.1,
2019-01-02,27.7,25.8,29.1,,,28.0,16.5,,1013.7,
2019-01-03,27.0,24.6,30.7,0.0,,24.0,16.3,,1014.7,
2019-01-04,25.1,25.1,27.1,21.1,,21.0,17.7,,1015.5,
2019-01-05,26.9,24.7,30.1,4.3,,20.0,16.2,,1015.3,
2019-01-06,26.6,25.0,29.9,0.0,,19.0,17.3,,1014.4,
2019-01-07,26.3,23.2,29.6,0.0,,20.0,16.8,,1014.1,
2019-01-08,27.2,23.3,30.3,2.5,,24.0,15.3,,1013.9,
2019-01-09,26.8,23.7,30.2,0.5,,23.0,16.4,,1013.6,
2019-01-10,24.5,24.3,28.7,1.0,,18.0,17.7,,1012.9,
2019-01-11,26.6,22.5,30.1,55.6,,21.0,15.1,,1012.6,
2019-01-12,27.3,23.4,30.7,0.0,,20.0,13.7,,1012.0,
2019-01-13,27.3,25.2,30.2,0.3,,19.0,14.8,,1011.0,
2019-01-14,27.2,25.4,30.0,0.0,,21.0,16.9,,1010.7,
2019-01-15,26.9,25.3,30.6,0.0,,24.0,17.2,,1011.3,
2019-01-16,27.4,23.2,30.1,,,19.0,18.5,,1011.8,
2019-01-17,27.0,24.7,30.4,,,17.0,18.0,,1011.6,
2019-01-18,26.3,24.9,29.6,,,17.0,18.4,,1011.8,
2019-01-19,26.9,25.1,29.9,,,13.0,17.5,,1011.2,
2019-01-20,26.6,24.8,28.9,,,359.0,16.8,,1009.4,
2019-01-21,26.8,25.3,30.5,0.3,,357.0,12.8,,1007.4,
2019-01-22,26.7,24.2,30.2,,,351.0,9.3,,1008.0,
2019-01-23,26.7,24.9,29.1,,,1.0,9.5,,1008.4,
2019-01-24,27.0,25.2,29.0,,,14.0,12.7,,1009.7,
2019-01-25,26.8,25.1,29.8,,,12.0,18.0,,1011.7,
2019-01-26,26.7,25.3,30.1,,,11.0,23.4,,1012.7,
2019-01-27,26.4,24.6,29.1,,,15.0,23.2,,1014.0,
2019-01-28,26.3,24.3,29.1,,,15.0,20.7,,1013.8,
2019-01-29,25.9,24.4,28.6,,,14.0,20.3,,1014.0,
2019-01-30,26.9,23.0,29.7,,,14.0,17.7,,1014.1,
2019-01-31,26.7,24.8,29.3,,,17.0,16.1,,1013.8,
2019-02-01,26.4,24.6,30.6,,,17.0,19.0,,1014.1,
2019-02-02,25.5,24.3,29.3,,,20.0,16.9,,1013.8,
2019-02-03,27.0,22.0,30.1,,,19.0,15.8,,1013.9,
2019-02-04,27.4,23.8,30.3,,,21.0,16.1,,1013.9,
2019-02-05,27.5,25.3,30.7,,,19.0,15.8,,1013.1,
2019-02-06,26.2,25.0,29.9,,,26.0,14.1,,1012.8,
2019-02-07,26.4,22.7,30.1,,,23.0,13.1,,1013.2,
2019-02-08,27.2,23.7,30.3,,,24.0,12.8,,1013.2,
2019-02-09,26.0,24.8,30.9,,,21.0,14.1,,1013.6,
2019-02-10,26.6,24.6,29.3,,,25.0,14.8,,1015.0,
2019-02-11,27.0,23.1,30.7,,,26.0,17.7,,1016.7,
2019-02-12,26.5,24.7,29.5,,,23.0,17.5,,1017.2,
2019-02-13,27.2,22.9,30.7,,,23.0,14.7,,1016.5,
2019-02-14,24.7,23.3,27.9,16.5,,21.0,15.4,,1015.9,
2019-02-15,24.4,24.1,26.9,11.2,,22.0,15.4,,1015.3,
2019-02-16,26.5,23.0,29.4,9.9,,23.0,14.7,,1015.3,
2019-02-17,27.0,22.9,29.2,0.0,,30.0,12.7,,1014.2,
2019-02-18,26.8,23.9,30.4,,,30.0,12.3,,1014.8,
2019-02-19,27.0,24.2,29.8,0.0,,27.0,14.7,,1016.2,
2019-02-20,26.7,24.6,30.2,,,27.0,15.6,,1016.5,
2019-02-21,26.2,22.8,30.6,,,25.0,15.4,,1015.5,
2019-02-22,26.4,22.4,30.2,,,24.0,13.3,,1013.9,
2019-02-23,26.9,23.0,30.4,,,22.0,12.8,,1012.6,
2019-02-24,26.8,24.0,29.6,,,30.0,12.7,,1012.2,
2019-02-25,26.5,23.9,30.3,3.6,,30.0,12.0,,1012.3,
2019-02-26,26.0,23.4,29.4,0.0,,25.0,12.7,,1012.6,
2019-02-27,26.4,21.7,30.1,,,27.0,13.5,,1011.8,
2019-02-28,27.3,21.8,30.7,,,26.0,13.7,,1010.9,
2019-03-01,27.2,24.6,30.6,2.0,,21.0,14.7,,1011.7,
2019-03-02,27.4,23.8,30.8,0.0,,22.0,14.1,,1011.0,
2019-03-03,27.9,24.0,31.8,,,25.0,12.1,,1010.3,
2019-03-04,27.9,25.3,31.4,0.0,,34.0,11.6,,1011.0,
2019-03-05,27.6,24.2,30.8,,,29.0,14.3,,1011.8,
2019-03-06,27.4,25.3,31.0,,,36.0,13.1,,1012.0,
